id_route;origin_cod;dest_cod
2640;LAX;PRC
2641;DLH;ORD
2642;ORD;DLH
2643;BNA;ORD
2644;SFO;EUG
2645;BIS;DEN
2646;ASE;IAH
2647;BIL;DEN
2648;SLC;SFO
2649;CLT;DEN
2650;DEN;BIL
2651;ONT;SFO
2652;DEN;CLT
2653;SDF;IAH
2654;COS;ORD
2655;SEA;LAX
2656;SFO;BOI
2657;BUF;ORD
2658;IAH;MKE
2659;PSP;SFO
2660;LAX;SAN
2661;ORD;COS
2662;BZN;SFO
2663;SFO;MRY
2664;DEN;SUN
2665;DEN;MFR
2666;DFW;LAX
2667;COS;IAH
2668;DCA;ORD
2669;DEN;DFW
2670;DEN;EUG
2671;OMA;SFO
2672;SFO;OMA
2673;DEN;FAR
2674;EGE;SFO
2675;DEN;COU
2676;ASE;DEN
2677;COS;DEN
2678;DEN;DRO
2679;DEN;XNA
2680;FSD;DEN
2681;DFW;DEN
2682;DSM;DEN
2683;SFO;SBA
2684;ORD;BHM
2685;FNT;ORD
2686;DTW;ORD
2687;SFO;GEG
2688;GRR;ORD
2689;DEN;COS
2690;SBA;SFO
2691;SFO;ONT
2692;IAH;SDF
2693;ORD;BIS
2694;IAH;COS
2695;SFO;MCI
2696;ORD;FNT
2697;CHA;ORD
2698;SFO;BFL
2699;EUG;DEN
2700;ORD;IND
2701;ORD;STL
2702;RDM;SFO
2703;RNO;SFO
2704;COU;DEN
2705;BOI;ORD
2706;ACV;SFO
2707;ORD;CHA
2708;MFR;SFO
2709;BFL;DEN
2710;DEN;DSM
2711;RIC;DEN
2712;SFO;XNA
2713;IAH;ATL
2714;ORD;ATL
2715;DEN;BIS
2716;MKE;IAH
2717;ORD;SBN
2718;SFO;FAT
2719;DEN;BZN
2720;ORD;XNA
2721;DEN;SGF
2722;PIA;ORD
2723;BHM;ORD
2724;SAT;SFO
2725;LAX;MRY
2726;LAX;FAT
2727;MCI;SFO
2728;MFR;DEN
2729;LAX;COS
2730;IAH;OMA
2731;PSP;LAX
2732;ORD;ICT
2733;SBN;ORD
2734;SAN;LAX
2735;SFO;SLC
2736;SFO;SAT
2737;ORD;DFW
2738;SFO;PSP
2739;ROC;ORD
2740;DEN;ASE
2741;ORD;PSP
2742;EUG;SFO
2743;MDT;ORD
2744;BOI;SFO
2745;ORD;TUS
2746;XNA;ORD
2747;DEN;MLI
2748;DSM;ORD
2749;COS;LAX
2750;DEN;GJT
2751;PIT;ORD
2752;SGF;DEN
2753;DEN;FSD
2754;DEN;RAP
2755;ORD;PIA
2756;OMA;ORD
2757;LEX;ORD
2758;SHV;DEN
2759;ORD;LEX
2760;FAT;SFO
2761;ORD;OKC
2762;FAT;LAX
2763;SFO;TUS
2764;SBA;DEN
2765;RDD;SFO
2766;SNA;SFO
2767;FAR;DEN
2768;DEN;SBP
2769;LAX;PSP
2770;DEN;RIC
2771;IAH;XNA
2772;MSP;SFO
2773;JAC;SFO
2774;OKC;SFO
2775;BZN;LAX
2776;DEN;EGE
2777;ORD;SLC
2778;DFW;ORD
2779;FAR;ORD
2780;DRO;DEN
2781;SFO;ABQ
2782;CHS;ORD
2783;SFO;MFR
2784;SFO;PDX
2785;SFO;SMF
2786;LAX;JAC
2787;SFO;RNO
2788;MCI;ORD
2789;ORD;BUF
2790;ACV;LAX
2791;LAX;SEA
2792;ORD;GSP
2793;DFW;SFO
2794;ORD;DCA
2795;LAX;SBA
2796;ORD;DSM
2797;PDX;SFO
2798;SMF;SFO
2799;LAX;RDM
2800;LAX;SBP
2801;ORD;BNA
2802;MRY;LAX
2803;SFO;ACV
2804;ORD;CID
2805;ORD;CHS
2806;PSP;DEN
2807;OTH;SFO
2808;PSC;SFO
2809;TUS;ORD
2810;SFO;RDM
2811;DEN;PSP
2812;ORD;CLT
2813;ORD;MDT
2814;XNA;SFO
2815;PSP;ORD
2816;ORD;GRR
2817;MMH;SFO
2818;ICT;ORD
2819;DEN;FAT
2820;OKC;ORD
2821;SFO;DFW
2822;BNA;IAH
2823;GJT;DEN
2824;SFO;OKC
2825;CID;ORD
2826;SUN;DEN
2827;ORD;MCI
2828;SBA;LAX
2829;LAX;MMH
2830;SFO;SUN
2831;LAX;HDN
2832;GEG;SFO
2833;LAX;DFW
2834;SBP;LAX
2835;TUS;SFO
2836;XNA;DEN
2837;ORD;DTW
2838;ASE;ORD
2839;DEN;LNK
2840;MAF;DEN
2841;BFL;SFO
2842;IND;IAD
2843;DEN;HDN
2844;RDM;LAX
2845;IND;IAH
2846;LAX;ACV
2847;SFO;SBP
2848;SBP;SFO
2849;LFT;IAH
2850;SEA;SFO
2851;BZN;DEN
2852;ORD;SYR
2853;ORD;RIC
2854;MLI;DEN
2855;SBP;DEN
2856;SLC;ORD
2857;SFO;OTH
2858;SFO;SNA
2859;SFO;PSC
2860;RAP;DEN
2861;ORD;BOI
2862;FAT;DEN
2863;SYR;ORD
2864;SFO;ASE
2865;HDN;DEN
2866;SFO;STS
2867;SFO;BZN
2868;DEN;SBA
2869;LAX;SUN
2870;LAX;BZN
2871;STS;SFO
2872;SFO;SEA
2873;IAH;LFT
2874;XNA;IAH
2875;SFO;RDD
2876;SUN;LAX
2877;DEN;MMH
2878;MTJ;DEN
2879;IAH;BNA
2880;DEN;BFL
2881;ORD;ASE
2882;DEN;SHV
2883;MSN;SFO
2884;ORD;PIT
2885;RIC;ORD
2886;MMH;DEN
2887;ABQ;SFO
2888;ORD;LIT
2889;ORD;ORF
2890;ORF;ORD
2891;DEN;MAF
2892;ASE;SFO
2893;FSD;ORD
2894;ORD;FSD
2895;EGE;DEN
2896;DEN;MTJ
2897;ORD;SCE
2898;LNK;DEN
2899;SCE;ORD
2900;MRY;DEN
2901;IAH;ASE
2902;IND;ORD
2903;SFO;JAC
2904;SFO;MMH
2905;SFO;MSN
2906;SFO;MSP
2907;HDN;LAX
2908;LIT;DEN
2909;MMH;LAX
2910;DEN;MRY
2911;SUN;SFO
2912;IAD;ROC
2913;COD;DEN
2914;DEN;COD
2915;JAC;LAX
2916;MRY;SFO
2917;SFO;EGE
2918;ORD;OMA
2919;LWS;SLC
2920;SLC;LWS
2921;PIH;SLC
2922;SLC;PIH
2923;MQT;MSP
2924;ABR;MSP
2925;MSP;ABR
2926;GJT;SLC
2927;APN;DTW
2928;DTW;APN
2929;APN;PLN
2930;PLN;DTW
2931;BJI;MSP
2932;MSP;BJI
2933;SLC;CPR
2934;BRD;MSP
2935;MSP;BRD
2936;BTM;SLC
2937;SLC;BTM
2938;CDC;SLC
2939;SLC;CDC
2940;CIU;MSP
2941;MSP;CIU
2942;EKO;SLC
2943;IMT;DTW
2944;MSP;MQT
2945;SLC;EKO
2946;DTW;ITH
2947;SGU;SLC
2948;SLC;SGU
2949;TWF;SLC
2950;HIB;MSP
2951;MSP;HIB
2952;BGM;DTW
2953;DTW;BGM
2954;SLC;TWF
2955;DTW;MQT
2956;MQT;DTW
2957;DTW;PLN
2958;CIU;DTW
2959;DTW;CIU
2960;RHI;MSP
2961;MSP;RHI
2962;IMT;MSP
2963;ITH;DTW
2964;INL;MSP
2965;MSP;INL
2966;MLI;MSP
2967;MSP;IMT
2968;BTR;DFW
2969;DFW;BTR
2970;EWR;ORD
2971;ORD;EWR
2972;PHX;FLG
2973;DFW;JLN
2974;DFW;LRD
2975;HDN;ORD
2976;ORD;HDN
2977;YUM;PHX
2978;ECP;CLT
2979;GRB;ORD
2980;ORD;GRB
2981;FAT;PHX
2982;PHX;FAT
2983;ORD;SDF
2984;SDF;ORD
2985;PHX;YUM
2986;PHX;RDM
2987;GJT;PHX
2988;PHX;GJT
2989;CLL;DFW
2990;BRO;DFW
2991;FLG;PHX
2992;DFW;ASE
2993;DFW;BRO
2994;FWA;CLT
2995;HPN;ORD
2996;ORD;HPN
2997;PHX;TUS
2998;TUS;PHX
2999;DFW;HOU
3000;HOU;DFW
3001;DFW;MHK
3002;MHK;DFW
3003;BFL;PHX
3004;ASE;DFW
3005;RDM;PHX
3006;PHX;PSP
3007;ORD;TVC
3008;TVC;ORD
3009;PHX;BFL
3010;EUG;PHX
3011;DFW;TYS
3012;MFR;PHX
3013;JLN;DFW
3014;OKC;CLT
3015;PSP;PHX
3016;DFW;SRQ
3017;SRQ;DFW
3018;FWA;DFW
3019;CLT;FWA
3020;CYS;DFW
3021;DFW;CYS
3022;CHO;ORD
3023;ORD;CHO
3024;ORD;MKE
3025;MKE;ORD
3026;MEI;DFW
3027;PIB;MEI
3028;DFW;PIB
3029;MEI;ORD
3030;MEI;PIB
3031;ORD;MEI
3032;PHX;SGU
3033;SGU;PHX
3034;PHX;ROW
3035;ROW;PHX
3036;CLT;ECP
3037;PHX;EUG
3038;DFW;CLL
3039;ECP;DFW
3040;LAW;DFW
3041;DFW;SAF
3042;SAF;DFW
3043;DFW;MLU
3044;MLU;DFW
3045;DFW;ECP
3046;LRD;DFW
3047;CLT;OKC
3048;TYS;DFW
3049;DFW;SBN
3050;BNA;DFW
3051;DFW;BNA
3052;DFW;JAN
3053;JAN;DFW
3054;PHX;LGB
3055;LGB;PHX
3056;DFW;LAW
3057;DFW;FWA
3058;SBN;DFW
3059;DFW;ROW
3060;ROW;DFW
3061;CLT;SBN
3062;PHX;MFR
3063;SBN;CLT
3064;SAN;FAT
3065;PDX;SLC
3066;SLC;PDX
3067;STS;LAX
3068;BOI;PDX
3069;SEA;FAT
3070;SEA;SLC
3071;PDX;TUS
3072;TUS;PDX
3073;LAX;STS
3074;SAN;OMA
3075;OMA;SAN
3076;PDX;BOI
3077;FAT;SAN
3078;STS;SAN
3079;SAN;MSP
3080;MSP;SAN
3081;PDX;MSP
3082;MSP;PDX
3083;SAN;MRY
3084;PDX;RNO
3085;SLC;SEA
3086;RNO;PDX
3087;SAN;STS
3088;FAT;PDX
3089;PDX;FAT
3090;GEG;SAN
3091;MRY;SAN
3092;FAT;SEA
3093;SAN;GEG
3094;ATL;FAY
3095;FAY;ATL
3096;AVP;DTW
3097;ATL;DHN
3098;DHN;ATL
3099;MSP;ATW
3100;AUS;SLC
3101;SLC;AUS
3102;ATL;FWA
3103;MSP;AZO
3104;FWA;ATL
3105;AZO;DTW
3106;DTW;AZO
3107;AZO;MSP
3108;MSP;CLE
3109;OMA;SLC
3110;SLC;OMA
3111;MKE;SEA
3112;OKC;SLC
3113;SLC;OKC
3114;MSP;MBS
3115;PDX;SEA
3116;SEA;PDX
3117;ONT;SLC
3118;SLC;ONT
3119;RAP;SLC
3120;SLC;RAP
3121;PSP;SLC
3122;SLC;PSP
3123;PSC;SLC
3124;SLC;PSC
3125;ISN;MSP
3126;RNO;SLC
3127;SLC;RNO
3128;MOT;MSP
3129;RDM;SLC
3130;SLC;RDM
3131;MSP;MOT
3132;JFK;PIT
3133;MSN;MSP
3134;MSP;MSN
3135;SAT;SLC
3136;SLC;SAT
3137;MSP;ISN
3138;MSP;OKC
3139;OKC;MSP
3140;RIC;JFK
3141;SLC;STL
3142;STL;SLC
3143;FCA;MSP
3144;MSP;FCA
3145;FSD;MSP
3146;MSP;FSD
3147;LAN;MSP
3148;MSP;LAN
3149;MSN;SLC
3150;PIT;JFK
3151;MSO;SLC
3152;SLC;MSO
3153;SUN;SLC
3154;MSP;PIT
3155;SLC;TUL
3156;TUL;SLC
3157;MSP;PIA
3158;PIA;MSP
3159;MSP;PSC
3160;SLC;TUS
3161;TUS;SLC
3162;HSV;DTW
3163;FCA;SLC
3164;SLC;FCA
3165;SLC;SUN
3166;GEG;SLC
3167;SLC;GEG
3168;RAP;MSP
3169;MSP;RAP
3170;RIC;MSP
3171;DTW;RIC
3172;MSP;RIC
3173;MSP;FWA
3174;PSC;MSP
3175;FWA;MSP
3176;GRB;MSP
3177;MSP;SAT
3178;CLE;DTW
3179;ALB;DTW
3180;DTW;GRR
3181;GRR;DTW
3182;DFW;IAH
3183;DEN;FCA
3184;DAY;DEN
3185;IAH;DFW
3186;DEN;DAY
3187;IAH;LIT
3188;TUL;IAH
3189;GSP;ORD
3190;MSO;DEN
3191;ORD;ABQ
3192;ORD;FAR
3193;DEN;MSO
3194;IAH;SAT
3195;DEN;RDM
3196;SAT;IAH
3197;FCA;DEN
3198;ORD;TUL
3199;RDM;DEN
3200;PLN;APN
3201;EGE;PHX
3202;PHX;EGE
3203;PHX;SAF
3204;SAF;PHX
3205;SAN;HDN
3206;HDN;SAN
3207;ATL;LEX
3208;LEX;ATL
3209;DTW;MSY
3210;MSY;DTW
3211;PBI;CLT
3212;CLT;PHX
3213;PHX;OGG
3214;CLE;PHL
3215;DFW;PHL
3216;PHL;CLE
3217;DFW;GUC
3218;DFW;PIT
3219;GUC;DFW
3220;PIT;DFW
3221;PHL;RDU
3222;MCO;DFW
3223;CLT;PHL
3224;ATL;CLT
3225;CLT;ATL
3226;CLT;DFW
3227;DFW;GEG
3228;GEG;DFW
3229;AUS;CLT
3230;CLT;TPA
3231;TPA;CLT
3232;IAH;PHX
3233;PHX;IAH
3234;DCA;CLT
3235;ATL;DFW
3236;ORD;PHX
3237;PHX;ORD
3238;PBI;PHL
3239;IAH;PHL
3240;PHL;IAH
3241;SLC;PHL
3242;DFW;LAS
3243;LAS;DFW
3244;MCI;PHL
3245;PHL;MCI
3246;CLT;MIA
3247;RSW;PHL
3248;MCO;CLT
3249;CLT;MDT
3250;MDT;CLT
3251;PIT;CLT
3252;CLT;FLL
3253;DFW;SAV
3254;SAV;DFW
3255;ILM;CLT
3256;SEA;DFW
3257;PHL;LAX
3258;CLT;ORD
3259;LAX;CLT
3260;MIA;RDU
3261;RDU;MIA
3262;PHL;ORD
3263;SAN;DFW
3264;CLT;RDU
3265;ORD;SFO
3266;SFO;ORD
3267;PHX;CLT
3268;DFW;BUF
3269;PHX;DFW
3270;CLT;ROC
3271;ROC;CLT
3272;LAX;PHL
3273;RDU;CLT
3274;MIA;STL
3275;STL;MIA
3276;BUF;DFW
3277;MSP;PHL
3278;DFW;CLT
3279;DFW;PHX
3280;MEM;DFW
3281;LAS;CLT
3282;PHL;MSP
3283;CLT;IAH
3284;DEN;ORD
3285;ORD;DEN
3286;ABQ;DFW
3287;DFW;ABQ
3288;ORD;LAS
3289;ORD;JAC
3290;SNA;DFW
3291;DFW;DSM
3292;DSM;DFW
3293;MIA;DFW
3294;DFW;ONT
3295;RDU;DFW
3296;DFW;RSW
3297;JAC;ORD
3298;ORD;EGE
3299;ATL;MIA
3300;MIA;ATL
3301;DFW;ICT
3302;DFW;SMF
3303;CLE;DFW
3304;DFW;CLE
3305;MCI;DFW
3306;DFW;SJU
3307;DFW;TUS
3308;TUS;DFW
3309;ORD;MSY
3310;DFW;MCO
3311;PHL;DFW
3312;CLT;EWR
3313;DFW;KOA
3314;KOA;DFW
3315;DFW;RNO
3316;LAX;OGG
3317;MCO;MIA
3318;OGG;LAX
3319;CLT;MSP
3320;LAX;RDU
3321;MSP;CLT
3322;RDU;LAX
3323;DFW;OKC
3324;SJU;PHL
3325;HNL;LAX
3326;LAX;HNL
3327;JFK;MIA
3328;DFW;FLL
3329;CLT;PBI
3330;KOA;LAX
3331;LAX;KOA
3332;AUS;ORD
3333;ORD;AUS
3334;DFW;SAT
3335;SAT;DFW
3336;CLT;RSW
3337;RSW;CLT
3338;MIA;JFK
3339;IAD;LAX
3340;MIA;CLT
3341;MIA;MCO
3342;DFW;STL
3343;STL;DFW
3344;LAX;LIH
3345;LIH;LAX
3346;DFW;TUL
3347;BWI;MIA
3348;MIA;BWI
3349;CHS;CLT
3350;SEA;ORD
3351;CLT;MCI
3352;MIA;ORD
3353;MIA;LAX
3354;IAH;CLT
3355;CLT;SAT
3356;SAT;CLT
3357;SMF;DFW
3358;SJU;MIA
3359;SJC;DFW
3360;MIA;TPA
3361;PHX;MIA
3362;DCA;MIA
3363;MIA;DCA
3364;DFW;XNA
3365;XNA;DFW
3366;DFW;EWR
3367;LAX;EGE
3368;ORD;JAX
3369;LAX;IAD
3370;MIA;SEA
3371;JAX;ORD
3372;BOS;MIA
3373;MIA;LGA
3374;LAX;MIA
3375;MIA;SJU
3376;DFW;ORF
3377;ORF;DFW
3378;MIA;LAS
3379;MIA;EWR
3380;DCA;DFW
3381;DFW;DCA
3382;MIA;BUF
3383;DFW;FAT
3384;FAT;DFW
3385;LAS;ORD
3386;MIA;BNA
3387;MIA;MSY
3388;DFW;ATL
3389;ORD;MIA
3390;SFO;MIA
3391;DFW;SLC
3392;CLT;CHS
3393;DFW;MSY
3394;DFW;RDU
3395;DFW;SNA
3396;STL;CLT
3397;MCI;CLT
3398;DFW;SJC
3399;DFW;OMA
3400;OMA;DFW
3401;AUS;MIA
3402;MIA;AUS
3403;MIA;BDL
3404;DCA;LAX
3405;DFW;MIA
3406;RSW;DFW
3407;DFW;MEM
3408;DFW;IAD
3409;MIA;STX
3410;STX;MIA
3411;IND;DFW
3412;DFW;JAX
3413;DFW;PSP
3414;ORD;SJC
3415;SJC;ORD
3416;ORD;RSW
3417;RSW;ORD
3418;LGA;MIA
3419;DFW;PDX
3420;PDX;DFW
3421;COS;DFW
3422;AUS;DFW
3423;DFW;AUS
3424;DFW;COS
3425;SJU;ORD
3426;TPA;DFW
3427;TUL;DFW
3428;CHS;DFW
3429;IAH;MIA
3430;DFW;SPS
3431;SPS;DFW
3432;DFW;SWO
3433;SWO;DFW
3434;DAY;DFW
3435;CRP;DFW
3436;DFW;SHV
3437;COU;ORD
3438;DFW;FAR
3439;FAR;DFW
3440;CMH;LGA
3441;DFW;GRI
3442;DFW;MFE
3443;GSO;ORD
3444;ORD;GSO
3445;DFW;GRK
3446;MFE;DFW
3447;ABQ;ORD
3448;DTW;LGA
3449;LGA;DTW
3450;ORD;TOL
3451;TOL;ORD
3452;CLE;ORD
3453;ORD;SGF
3454;DCA;LIT
3455;DFW;LCH
3456;LCH;DFW
3457;MIA;CLE
3458;ABI;DFW
3459;JAX;MIA
3460;TUL;ORD
3461;LGA;CHO
3462;CVG;MIA
3463;DBQ;ORD
3464;ORD;DBQ
3465;AEX;DFW
3466;DFW;AEX
3467;ORD;SUX
3468;SUX;ORD
3469;ORD;CLE
3470;CLE;MIA
3471;ORD;PVD
3472;PVD;ORD
3473;ALB;ORD
3474;IAH;ORD
3475;LIT;ORD
3476;BOI;DFW
3477;LGA;SDF
3478;SDF;LGA
3479;SGF;ORD
3480;MIA;TLH
3481;TLH;MIA
3482;JFK;CLE
3483;CMI;DFW
3484;MIA;JAX
3485;ORD;LAN
3486;DFW;TYR
3487;TYR;DFW
3488;MIA;CVG
3489;DFW;SJT
3490;SJT;DFW
3491;GRK;DFW
3492;TYS;ORD
3493;ORD;CMI
3494;LAN;ORD
3495;BPT;DFW
3496;AMA;DFW
3497;DFW;AMA
3498;BMI;ORD
3499;ORD;TYS
3500;ORD;LSE
3501;JFK;CMH
3502;DFW;BPT
3503;DFW;CMI
3504;GNV;MIA
3505;MIA;GNV
3506;DFW;LIT
3507;LIT;DFW
3508;CLT;ROA
3509;ROA;CLT
3510;MIA;PNS
3511;PNS;MIA
3512;ORD;AZO
3513;ORD;BMI
3514;LGA;IND
3515;DFW;BOI
3516;SGF;CLT
3517;JFK;ORF
3518;GSO;MIA
3519;MIA;GSO
3520;DFW;DAY
3521;LSE;ORD
3522;ORD;RST
3523;MEM;ORD
3524;ORD;MEM
3525;BWI;ORD
3526;DFW;SGF
3527;SGF;DFW
3528;ACT;DFW
3529;DFW;ACT
3530;DFW;MSN
3531;CMH;MIA
3532;DFW;LEX
3533;LEX;DFW
3534;MSN;DFW
3535;ILM;LGA
3536;MGM;DFW
3537;ORD;CMH
3538;JFK;IND
3539;CWA;ORD
3540;ORD;BWI
3541;ORD;ELP
3542;MIA;CMH
3543;ELP;DFW
3544;ELP;ORD
3545;CMH;ORD
3546;MIA;MEM
3547;MSY;CMH
3548;ALB;RSW
3549;BDL;DEN
3550;BNA;RSW
3551;BUF;RSW
3552;BWI;SLC
3553;CLE;RSW
3554;DEN;BDL
3555;DEN;LGB
3556;GRR;TPA
3557;HOU;SJU
3558;LGB;DEN
3559;MCO;MSP
3560;MCO;OMA
3561;MSP;MCO
3562;OMA;MCO
3563;PVD;RSW
3564;RSW;ALB
3565;RSW;BNA
3566;RSW;BUF
3567;RSW;CLE
3568;RSW;PVD
3569;IAH;DEN
3570;EWR;SFO
3571;BDL;ORD
3572;ORD;MSN
3573;ATL;EWR
3574;EWR;SNA
3575;ORD;MCO
3576;MEM;IAH
3577;OMA;IAH
3578;IAD;IAH
3579;CLE;IAH
3580;MCO;SFO
3581;EWR;LAX
3582;SFO;EWR
3583;TPA;IAD
3584;PHL;SFO
3585;SFO;IAD
3586;HNL;SFO
3587;TUS;IAH
3588;DEN;MSN
3589;IAH;MEM
3590;STL;IAH
3591;CID;DEN
3592;SFO;KOA
3593;IAH;MCO
3594;SAT;IAD
3595;PSP;IAH
3596;PDX;ORD
3597;IAH;DCA
3598;SNA;IAH
3599;EWR;MSY
3600;SJU;IAH
3601;ORD;PHL
3602;LAS;IAD
3603;HDN;EWR
3604;SFO;TPA
3605;KOA;SFO
3606;LAX;EWR
3607;IAD;BOS
3608;ICT;DEN
3609;MCO;ORD
3610;ORD;IAD
3611;AUS;IAH
3612;IAH;SEA
3613;IAH;FLL
3614;IAH;PBI
3615;EWR;SLC
3616;DCA;IAH
3617;IAH;MCI
3618;ORD;BZN
3619;RSW;IAH
3620;IAH;IAD
3621;BTV;ORD
3622;MIA;SFO
3623;SFO;MSY
3624;SFO;ATL
3625;IAH;MAF
3626;MSY;ORD
3627;IAD;SFO
3628;SAN;IAD
3629;DEN;IAH
3630;IAD;TPA
3631;SFO;IAH
3632;SFO;OGG
3633;IAD;LAS
3634;BOS;IAD
3635;ORD;PDX
3636;ORD;SMF
3637;IAD;ORD
3638;IAD;AUS
3639;IND;SFO
3640;GEG;ORD
3641;DTW;SFO
3642;MSN;DEN
3643;IAH;LAS
3644;IAH;TUS
3645;OGG;DEN
3646;SFO;PHL
3647;ORD;BDL
3648;EWR;DFW
3649;IAH;CVG
3650;EWR;RDU
3651;SEA;IAD
3652;IAD;SAT
3653;EWR;BTV
3654;IAD;SEA
3655;HNL;DEN
3656;IAH;STL
3657;IAH;SFO
3658;IAH;JAC
3659;RDU;EWR
3660;IAH;SJU
3661;EWR;HNL
3662;HNL;EWR
3663;IAD;RDU
3664;IAH;PSP
3665;IAD;PIT
3666;DEN;OGG
3667;OGG;ORD
3668;IAD;HDN
3669;IAD;HNL
3670;HNL;IAD
3671;IAD;EGE
3672;DEN;HNL
3673;BZN;EWR
3674;BOS;IAH
3675;IAD;BNA
3676;SFO;IND
3677;PHX;IAD
3678;DEN;ICT
3679;SFO;HNL
3680;BDL;IAD
3681;SFO;MCO
3682;SMF;ORD
3683;SEA;EWR
3684;IAH;AUS
3685;IAD;PHX
3686;ORD;SEA
3687;IAH;HNL
3688;HNL;IAH
3689;SAN;IAH
3690;DEN;JAC
3691;EGE;ORD
3692;SAT;ORD
3693;SNA;ORD
3694;ORD;HNL
3695;HNL;ORD
3696;BZN;ORD
3697;JAC;DEN
3698;LAX;IAH
3699;ORD;OGG
3700;HNL;GUM
3701;GUM;HNL
3702;GUM;SPN
3703;SPN;GUM
3704;ORD;GEG
3705;PDX;EWR
3706;EWR;PDX
3707;EWR;PSP
3708;SLC;EWR
3709;SFO;DTW
3710;EWR;MIA
3711;MIA;IAH
3712;PIT;EWR
3713;SEA;IAH
3714;EWR;PIT
3715;CHS;EWR
3716;DEN;LIH
3717;IAD;SAN
3718;EWR;BZN
3719;MIA;DEN
3720;IAH;HDN
3721;ORD;ALB
3722;IAH;SMF
3723;ORF;DEN
3724;DEN;ORF
3725;RDU;IAH
3726;SFO;CLE
3727;BTV;EWR
3728;TPA;IAH
3729;RDU;IAD
3730;IAD;EWR
3731;MSY;SFO
3732;SFO;PIT
3733;PIT;SFO
3734;JAC;EWR
3735;MSN;ORD
3736;LAX;CLE
3737;SRQ;ORD
3738;DEN;MIA
3739;IAH;SNA
3740;EWR;SEA
3741;CLE;EWR
3742;ORD;RDU
3743;EWR;CLE
3744;BNA;SFO
3745;DCA;DEN
3746;BWI;IAH
3747;SMF;IAH
3748;PDX;IAH
3749;IAH;TPA
3750;SFO;BWI
3751;BWI;SFO
3752;MAF;IAH
3753;TPA;SFO
3754;IAH;BOS
3755;SFO;DCA
3756;DCA;SFO
3757;SJU;IAD
3758;IAD;SJU
3759;MSY;EWR
3760;ORD;SNA
3761;IAH;TUL
3762;ORD;SJU
3763;EWR;IAD
3764;DEN;CID
3765;CLE;LAX
3766;IAH;SJC
3767;IAH;LAX
3768;IAH;PDX
3769;IAH;CLE
3770;SFO;BNA
3771;SNA;EWR
3772;ATL;SFO
3773;IAH;EGE
3774;IAH;BWI
3775;SJC;IAH
3776;EWR;ATL
3777;ORD;SRQ
3778;RSW;DEN
3779;DEN;DCA
3780;SFO;RDU
3781;CVG;SFO
3782;DEN;KOA
3783;PIT;IAD
3784;KOA;DEN
3785;OGG;SFO
3786;RDU;SFO
3787;LIH;DEN
3788;CLE;SFO
3789;IAH;RSW
3790;EGE;IAH
3791;ORD;BTV
3792;EWR;STT
3793;HDN;IAH
3794;IAH;RDU
3795;STT;EWR
3796;MIA;IAD
3797;IAD;MIA
3798;OKC;IAH
3799;EWR;SRQ
3800;EWR;JAC
3801;STT;IAD
3802;IAD;STT
3803;DEN;RSW
3804;MFE;IAH
3805;IAH;OKC
3806;IAH;MFE
3807;BQN;EWR
3808;EGE;EWR
3809;LIH;SFO
3810;DEN;ANC
3811;MSY;IAD
3812;SFO;LIH
3813;ANC;DEN
3814;SFO;CVG
3815;PSP;EWR
3816;EWR;BQN
3817;EWR;EGE
3818;IAH;CRP
3819;CRP;IAH
3820;PBI;IAH
3821;ORD;SAT
3822;SMF;IAD
3823;EWR;CHS
3824;JAX;EWR
3825;CLT;LAS
3826;CLT;PIT
3827;AUS;PHL
3828;PHL;AUS
3829;PHL;CLT
3830;BDL;CLT
3831;CLT;MCO
3832;MYR;CLT
3833;PHL;MSY
3834;FLL;CLT
3835;PHL;DCA
3836;CLT;MYR
3837;PHL;PIT
3838;PIT;PHL
3839;CLT;BDL
3840;CLT;LAX
3841;SAT;PHL
3842;MHT;PHL
3843;CLT;IAD
3844;IAD;CLT
3845;CLT;PDX
3846;DCA;PHL
3847;CLT;SAN
3848;PHL;SAT
3849;MSY;PHL
3850;CLT;AUS
3851;DFW;SEA
3852;PHL;MHT
3853;CLT;SFO
3854;PHL;PBI
3855;PHL;RSW
3856;LGA;PHL
3857;CMH;LAX
3858;PHL;JAX
3859;SFO;CLT
3860;CLT;SYR
3861;PHL;PWM
3862;SJU;CLT
3863;PHL;DTW
3864;DCA;PHX
3865;TPA;MIA
3866;EWR;CLT
3867;BZN;DFW
3868;ONT;DFW
3869;DFW;PBI
3870;PBI;DFW
3871;DFW;PNS
3872;DFW;CHS
3873;DCA;JFK
3874;OKC;DFW
3875;CLT;TUL
3876;PHL;MIA
3877;RDU;ORD
3878;MIA;SAN
3879;DFW;GRR
3880;DFW;HDN
3881;HDN;DFW
3882;MSY;MIA
3883;DFW;IND
3884;BDL;DFW
3885;DFW;ELP
3886;DFW;VPS
3887;LAS;MIA
3888;DFW;SAN
3889;MIA;EGE
3890;DFW;MKE
3891;MKE;DFW
3892;DFW;MTJ
3893;MTJ;DFW
3894;JFK;DCA
3895;EGE;JFK
3896;JFK;EGE
3897;IAD;DFW
3898;JAX;DFW
3899;PNS;DFW
3900;MIA;PVD
3901;MSY;DFW
3902;DFW;EGE
3903;EGE;MIA
3904;PSP;DFW
3905;GRR;PHX
3906;PHX;GRR
3907;SJC;BHM
3908;PHL;LGA
3909;CLT;TUS
3910;LGA;DCA
3911;STL;OAK
3912;TPA;SAN
3913;TUS;OAK
3914;BWI;SEA
